id,source,beds,baths,total,per_person,per_bed,address,verdict
craigslist-7941072766,craigslist,1,1,800,800,800,198 Black Oak rd,OK
craigslist-7940110370,craigslist,2,1,1500,750,750,204 West Spencer Street,OK
craigslist-7941071264,craigslist,2,1,900,450,450,,pp<500;no_addr
craigslist-7931629149,craigslist,2,1,1895,948,948,114 Overlook Road near kline,OK
craigslist-7938871983,craigslist,2,1.5,2500,1250,1250,Ithaca,no_addr
craigslist-7941051941,craigslist,2,1,900,450,450,Ivory Foster Rd near Barnes creek,pp<500;no_addr
craigslist-7939775760,craigslist,0,1,1375,1375,1375,Village Circle near Equinox Drive,no_addr
craigslist-7939775705,craigslist,1,1,1577,1577,1577,Village Circle near Equinox Drive,no_addr
craigslist-7939775679,craigslist,1,1,1752,1752,1752,Village Circle near Equinox Drive,no_addr
craigslist-7939775630,craigslist,2,2,2062,1031,1031,Village Circle near Equinox Drive,no_addr
craigslist-7939775574,craigslist,3,2,2268,756,756,Village Circle near Equinox drive,no_addr
craigslist-7940449548,craigslist,1,1,1272,1272,1272,Village Circle,no_addr
craigslist-7938872264,craigslist,3,2.5,2995,998,998,1062 Dryden Road,OK
craigslist-7940335029,craigslist,1,1,2500,2500,2500,104 N Aurora St near E State street,OK
craigslist-7940336645,craigslist,2,1,2800,1400,1400,104-06 N Aurora St near E State street,OK
craigslist-7939697475,craigslist,2,1,1700,850,850,523 E State St near Stewart Ave.,OK
craigslist-7933948713,craigslist,3,1,2500,833,833,222 Eddy Street,OK
craigslist-7936922752,craigslist,1,1,795,795,795,107 Eddy st,OK
craigslist-7940955712,craigslist,1,1,1100,1100,1100,Gunderman Rd near Comfort Rd,no_addr
craigslist-7940941585,craigslist,0,1,1050,1050,1050,South Hill,no_addr
craigslist-7931485353,craigslist,1,1,975,975,975,Agard Rd. near Rt. 89,OK
craigslist-7933905948,craigslist,1,2,700,700,700,103 Birdseye View Dr near Danny rd,OK
craigslist-7934846083,craigslist,1,2,650,650,650,1044 Danby Rd,OK
craigslist-7940927154,craigslist,1,1,1000,1000,1000,Ellis Hollow RD,no_addr
craigslist-7940925641,craigslist,1,1,900,900,900,312 turner pl,OK
craigslist-7940927117,craigslist,1,1,1000,1000,1000,Dearborn Place near Triphammer Rd,no_addr
craigslist-7940926286,craigslist,1,1,825,825,825,North Cayuga st near Farm st,no_addr
craigslist-7940926299,craigslist,1,1,850,850,850,607 W. Green St. near Meadow,OK
craigslist-7940925676,craigslist,1,1,1000,1000,1000,E State Street near Stewart Ave,no_addr
craigslist-7940926281,craigslist,1,1,1011,1011,1011,600 warren rd,OK
craigslist-7940926307,craigslist,1,1,1000,1000,1000,104 N Aurora St near E State street,OK
craigslist-7940927125,craigslist,1,1,1000,1000,1000,Village Circle,no_addr
craigslist-7938173837,craigslist,2,1,1950,975,975,457 West Dryden Rd near Wood rd,OK
craigslist-7940922061,craigslist,0,1,1200,1200,1200,135 Coddington Rd,OK
craigslist-7934135729,craigslist,2,1,2365,1182,1182,520 Linn St. near King St.,OK
craigslist-7940908340,craigslist,2,2,2300,1150,1150,2227 N Triphammer Rd,OK
craigslist-7938862198,craigslist,3,1,1200,400,400,56 Groton Ave,pp<500
craigslist-7938549775,craigslist,3,1,1797,599,599,542 Warren Rd near Winthrop Drive,OK
craigslist-7940879553,craigslist,3,2,2550,850,850,Ithaca  – Cornell,no_addr
craigslist-7938732685,craigslist,1,1,1400,1400,1400,Utica St. near Farm St.,no_addr
craigslist-7933548965,craigslist,1,2.5,800,800,800,Dearborn Place near Triphammer Rd,no_addr
craigslist-7935859297,craigslist,4,2,3400,850,850,E State St near Stewart Ave,no_addr
craigslist-7939705154,craigslist,4,2.5,3350,838,838,Northeast,no_addr
craigslist-7938377178,craigslist,3,1,1897,632,632,125 Farm Street near North Tioga St,OK
craigslist-7931369675,craigslist,3,1,2900,967,967,719 Hanshaw Road,OK
craigslist-7934881624,craigslist,2,1,1850,925,925,2250 North Triphammer Road,OK
craigslist-7935647940,craigslist,2,1,2175,1088,1088,North Titus Avenue near South Plain Stre,no_addr
craigslist-7940092018,craigslist,2,1,1300,650,650,2250 North Triphammer Road,OK
craigslist-7940091075,craigslist,2,2,1200,600,600,Village Circle near Equinox Drive,no_addr
craigslist-7940091371,craigslist,1,1,900,900,900,600 warren rd,OK
craigslist-7940091013,craigslist,2,1,1300,650,650,200 West Hill Circle,OK
craigslist-7940089697,craigslist,2,1,1000,500,500,E seneca near Steawrt,no_addr
craigslist-7939478462,craigslist,3,1,1350,450,450,542 Warren Rd near Winthrop Drive,pp<500
craigslist-7940750174,craigslist,2,1,1495,748,748,Washington Street near Mclallen Street,no_addr
craigslist-7940730863,craigslist,1,1,1450,1450,1450,317.5 E. Buffalo Street near Parker St.,OK
craigslist-7940723523,craigslist,2,1,1885,942,942,207-09 Delaware Ave,OK
craigslist-7938978338,craigslist,2,1,1890,945,945,110 Parker Street near E. Seneca St,OK
craigslist-7934209087,craigslist,3,1,2625,875,875,207-09 Delaware Ave near Oxford Place,OK
craigslist-7939086293,craigslist,0,1,1300,1300,1300,Jacksonville,no_addr
craigslist-7936152650,craigslist,1,1,1800,1800,1800,N Geneva St near W Buffalo St,no_addr
craigslist-7940678254,craigslist,3,1,2595,865,865,826 N Aurora St near 826 N Aurora St,OK
craigslist-7936002096,craigslist,1,1,1349,1349,1349,959 Dryden Road,OK
craigslist-7935998890,craigslist,0,1,1354,1354,1354,Village Circle near Equinox drive,no_addr
craigslist-7932930970,craigslist,1,1,2225,2225,2225,Village Circle,no_addr
craigslist-7935001203,craigslist,3,1,2100,700,700,25 West main Street near union street,OK
craigslist-7940669463,craigslist,2,1,1300,650,650,,no_addr
craigslist-7940669440,craigslist,1,1,800,800,800,,no_addr
craigslist-7936260772,craigslist,1,1,1500,1500,1500,Dearborn Place near Triphammer Rd,no_addr
craigslist-7940633724,craigslist,4,4.5,4900,1225,1225,99 reach run,OK
craigslist-7933155813,craigslist,2,1,2295,1148,1148,301 Boiceville Rd,OK
craigslist-7935493778,craigslist,1,1,1695,1695,1695,301 Boiceville Rd,OK
craigslist-7933954309,craigslist,2,1,1795,898,898,"Burdett, East side of Seneca Lake",no_addr
craigslist-7936173015,craigslist,2,2,2395,1198,1198,3690 La Bourgade Lane,OK
craigslist-7940619794,craigslist,2,1,2395,1198,1198,52 Main St,OK
craigslist-7932661444,craigslist,4,1.5,6500,1625,1625,120 highland place near williams,OK
craigslist-7935067061,craigslist,2,2,2500,1250,1250,538 Asbury Rd near Scofield Rd,OK
craigslist-7934885448,craigslist,2,1,1850,925,925,428 Scofield rd near peruville rd,OK
craigslist-7935067114,craigslist,2,1,1950,975,975,455 West Dryden Rd near Sheldon Rd,OK
craigslist-7937138652,craigslist,2,1,1900,950,950,308 eddy st,OK
craigslist-7940560401,craigslist,3,1,1400,467,467,542 Warren Rd near Winthrop Drive,pp<500
craigslist-7940559215,craigslist,3,1,1500,500,500,542 Warren Rd near Winthrop Drive,OK
craigslist-7934490951,craigslist,2,1,950,475,475,123 Myers Rd.,pp<500
craigslist-7938943438,craigslist,0,1,1650,1650,1650,University Ave near Court St.,no_addr
craigslist-7938828541,craigslist,2,1.5,2150,1075,1075,N Cayuga Ave near Court St,no_addr
craigslist-7937502037,craigslist,2,2,2550,1275,1275,N Cayuga St near Court St.,no_addr
craigslist-7932107346,craigslist,2,2,3500,1750,1750,110 N Titus near S Cayuga St.,OK
craigslist-7940511518,craigslist,4,1,3260,815,815,505 Dryden Road,total!=raw
craigslist-7937428458,craigslist,2,1,1775,888,888,618 Stewart Ave,OK
craigslist-7937428403,craigslist,1,1,1580,1580,1580,618 Stewart Ave,OK
craigslist-7932016382,craigslist,2,1,1507,754,754,Ithaca,no_addr
craigslist-7932523817,craigslist,3,1,2995,998,998,115 Llenroc Court,OK
craigslist-7932016331,craigslist,3,1,2175,725,725,207 Fall Creek Drive,OK
craigslist-7932523735,craigslist,4,1,3125,781,781,307 Wait Avenue,OK
craigslist-7940488524,craigslist,0,1,550,550,550,Groton,no_addr
craigslist-7940488218,craigslist,1,1,700,700,700,Groton,no_addr
craigslist-7940456619,craigslist,2,1,982,491,491,,pp<500;no_addr
craigslist-7935436704,craigslist,2,1,1250,625,625,"Brooktondale,NY",no_addr
craigslist-7940437874,craigslist,3,2,1800,600,600,Salem Drive near Deerfield place,no_addr
craigslist-7940437833,craigslist,3,1,1995,665,665,544 Warren Rd near Winthrop,OK
craigslist-7940437801,craigslist,3,1,1725,575,575,Tareyton Dr near Rose hill Rd,no_addr
craigslist-7940430618,craigslist,2,1,1300,650,650,150  Old Ithaca Road,OK
craigslist-7932163425,craigslist,1,1,770,770,770,ithaca,total!=raw;no_addr
craigslist-7932163824,craigslist,2,1,1400,700,700,Freeville,no_addr
craigslist-7932163588,craigslist,3,1,2550,850,850,ithaca,no_addr
craigslist-7940400030,craigslist,1,1,395,395,395,310 Farm St.,total<400;pp<500
craigslist-7940369053,craigslist,3,1.5,1850,617,617,,no_addr
craigslist-7939809051,craigslist,1,1,1700,1700,1700,Ellis Hollow RD,no_addr
craigslist-7938547414,craigslist,2,1,1250,625,625,138.5 Linn Street,OK
craigslist-7940314842,craigslist,1,1,700,700,700,600 warren rd,OK
craigslist-7933281791,craigslist,1,1,1300,1300,1300,North Geneva Street near Cascadilla Stre,no_addr
craigslist-7940299066,craigslist,2,1,1650,825,825,,no_addr
craigslist-7940297445,craigslist,2,1,2000,1000,1000,Fall e,no_addr
craigslist-7940279957,craigslist,1,1,1225,1225,1225,North Geneva Street near Cascadilla Stre,no_addr
craigslist-7939355470,craigslist,2,1,1985,992,992,N Geneva near W Court,no_addr
craigslist-7940243934,craigslist,1,1,1750,1750,1750,East Hill Area OIthaca,no_addr
craigslist-7939264207,craigslist,2,1.5,1690,845,845,426 Winthrop Dr,OK
craigslist-7937391673,craigslist,1,1,398,398,398,310 Farm St.,total<400;pp<500
craigslist-7938528360,craigslist,2,2,3610,1805,1805,430 West State Street,OK
craigslist-7940192073,craigslist,3,1,2050,683,683,Ithaca,no_addr
craigslist-7936696284,craigslist,2,1,1700,850,850,Midline near Hurd,no_addr
craigslist-7940091029,craigslist,3,2,3000,1000,1000,Ithaca,total!=raw;no_addr
craigslist-7940086463,craigslist,1,1,1300,1300,1300,Ithaca,no_addr
craigslist-7938268852,craigslist,2,1,1795,898,898,324 Spencer Rd,OK
craigslist-7937222876,craigslist,4,1,3180,795,795,103 Dryden Rd.,OK
craigslist-7936483667,craigslist,0,1.5,525,525,525,Ithaca,no_addr
craigslist-7940015457,craigslist,1,1,1500,1500,1500,35 Elm Street near Camp St,OK
craigslist-7935872476,craigslist,2,1,2825,1412,1412,Ithaca,no_addr
craigslist-7933421241,craigslist,2,1.5,1900,950,950,116 Birdseye View Dr,OK
craigslist-7936816842,craigslist,0,1,1100,1100,1100,Ithaca,no_addr
craigslist-7938734612,craigslist,2,1,1900,950,950,Ithaca,no_addr
craigslist-7939846492,craigslist,2,1,1700,850,850,111 E Spencer St,OK
craigslist-7939846051,craigslist,2,1,1240,620,620,200 West Hill Circle,OK
craigslist-7935757046,craigslist,1,1,1400,1400,1400,Ithaca,no_addr
craigslist-7939799937,craigslist,2,1,1725,862,862,Dryden,no_addr
craigslist-7939796397,craigslist,2,1.5,1675,838,838,Dryden,no_addr
craigslist-7939728384,craigslist,0,1.5,770,770,770,119 Honness Ln,OK
craigslist-7933572712,craigslist,3,2,2340,780,780,212 Giles,OK
craigslist-7937593053,craigslist,1,1,1450,1450,1450,1 Maplewood,OK
craigslist-7931821088,craigslist,4,2,2800,700,700,120 James St,OK
craigslist-7937592932,craigslist,3,2,2340,780,780,12 Charles,OK
craigslist-7938428474,craigslist,1,1,1460,1460,1460,Drake Road Lansing NY near East Shore Dr,no_addr
craigslist-7933760927,craigslist,0,2,850,850,850,112 Ferris Place near State Street,OK
craigslist-7939610340,craigslist,1,1,1311,1311,1311,600 warren rd,OK
craigslist-7939599617,craigslist,1,1,1033,1033,1033,200 West Hill Circle,OK
craigslist-7938872073,craigslist,2,1.5,2295,1148,1148,1062 Dryden Road near Monkey Run,OK
craigslist-7933692015,craigslist,1,1,650,650,650,Ithaca / Newfield,no_addr
craigslist-7938504967,craigslist,1,1,1425,1425,1425,North Cayuga st near Farm st,no_addr
craigslist-7934147581,craigslist,1,1,900,900,900,"Cortland, NY",no_addr
craigslist-7939554467,craigslist,3,1,2000,667,667,219 Snyder Hill Rd,OK
craigslist-7937445611,craigslist,1,1,1750,1750,1750,110 Lake Ave. near Cascadilla St.,OK
craigslist-7939492878,craigslist,2,1,1100,550,550,00 undisclosed address,OK
craigslist-7939471508,craigslist,1,1.5,2450,2450,2450,Ithaca,no_addr
craigslist-7939400527,craigslist,2,2,950,475,475,Ithaca,pp<500;no_addr
craigslist-7939396901,craigslist,2,1,890,445,445,"521 Wyckoff Road, #1 near #1",pp<500
craigslist-7939311833,craigslist,0,1.5,500,500,500,Dryden Road near Freese Road,no_addr
craigslist-7939313559,craigslist,1,1,1600,1600,1600,Dryden Road near Freese Road,no_addr
craigslist-7939310497,craigslist,3,1.5,2500,833,833,Dryden Road near Freese Road,no_addr
craigslist-7934699665,craigslist,1,0,925,925,925,207 Kelvin Place,OK
craigslist-7939277994,craigslist,3,1,1975,658,658,1035 Coddington Rd.,OK
craigslist-7939217172,craigslist,3,2,2400,800,800,Etna NY,no_addr
craigslist-7939189530,craigslist,1,1,1240,1240,1240,504 University Ave near Cornell Ave,OK
craigslist-7939194008,craigslist,1,1,1490,1490,1490,E State Street near Stewart Ave,no_addr
craigslist-7939189902,craigslist,1,1,1350,1350,1350,522 E State St near Sage Pl,OK
craigslist-7939189351,craigslist,4,2,3400,850,850,E State St near N Quarry,total!=raw;no_addr
craigslist-7939125294,craigslist,3,3,2500,833,833,121 Birdseye View Dr,OK
craigslist-7934120157,craigslist,3,2,1600,533,533,,no_addr
craigslist-7939057970,craigslist,2,1,1500,750,750,133 N Main near Brooks St,OK
craigslist-7939048896,craigslist,1,1,750,750,750,interlaken,no_addr
craigslist-7938812665,craigslist,2,1,2200,1100,1100,Cayuga Street,no_addr
craigslist-7938806388,craigslist,2,1,950,475,475,CORTLAND,pp<500;no_addr
craigslist-7938737234,craigslist,1,1,1485,1485,1485,East Seneca Street near Stewart Ave,no_addr
craigslist-7933420292,craigslist,2,1,1800,900,900,Ithaca,no_addr
craigslist-7938730976,craigslist,0,1,1325,1325,1325,East Seneca Street near North Quarry Str,no_addr
craigslist-7938729327,craigslist,4,2,3980,995,995,North Quarry St near East Buffalo St,no_addr
craigslist-7938178578,craigslist,0,1,810,810,810,,no_addr
craigslist-7938181868,craigslist,3,1,2640,880,880,Schuyler Pl near Seneca St,no_addr
craigslist-7938713921,craigslist,1,1,1290,1290,1290,East Buffalo near North Quarry,no_addr
craigslist-7938697007,craigslist,1,1,2300,2300,2300,ITHACA,no_addr
craigslist-7934223904,craigslist,2,1,2000,1000,1000,North Quarry St near East Buffalo St,no_addr
craigslist-7932670149,craigslist,1,1,1550,1550,1550,312 turner pl,OK
craigslist-7938650049,craigslist,3,2,2000,667,667,Trumansburg,no_addr
craigslist-7938564907,craigslist,1,1,1600,1600,1600,Ithaca,no_addr
craigslist-7938544926,craigslist,2,1,1940,970,970,2250 N TRIPHAMMER road,OK
craigslist-7938524251,craigslist,0,1.5,859,859,859,200 West Hill Circle,OK
craigslist-7938504873,craigslist,2,1,1200,600,600,"Fall Creek, Ithaca",no_addr
craigslist-7931611910,craigslist,2,1,1500,750,750,RTreman State Park area,no_addr
craigslist-7938492921,craigslist,3,1.5,2000,667,667,RTreman Park area,no_addr
craigslist-7938463173,craigslist,1,1,1500,1500,1500,69 South St,OK
craigslist-7938438970,craigslist,3,3,2700,900,900,Ithaca,no_addr
craigslist-7936210991,craigslist,1,1,1400,1400,1400,,no_addr
craigslist-7938427387,craigslist,2,1,1500,750,750,E seneca near Steawrt,no_addr
craigslist-7938287028,craigslist,3,2,1500,500,500,325 Dryden Road,OK
craigslist-7938207596,craigslist,1,1,0,0,0,Tompkins County,no_addr
craigslist-7937311151,craigslist,3,1,1900,633,633,518 Spencer Rd,OK
craigslist-7938062890,craigslist,3,1,1950,650,650,202 Prospect Street,OK
craigslist-7932809083,craigslist,5,2.5,5000,1000,1000,108 linden ave near Mitchell,OK
craigslist-7937973226,craigslist,2,1,1750,875,875,202 Floral Ave near Elm Dr,OK
craigslist-7937853833,craigslist,1,1,800,800,800,219 Snyder Hill Rd,OK
craigslist-7933173338,craigslist,2,1,1800,900,900,393 peruville rd near scofield rd,OK
craigslist-7937663706,craigslist,2,1,1900,950,950,35 Elm Street near Camp St,OK
craigslist-7931606375,craigslist,3,1,2000,667,667,508 W Clinton St.,OK
craigslist-7934105885,craigslist,2,1,1750,875,875,1621 Slaterville Rd near Burns Rd,OK
craigslist-7937503293,craigslist,3,1,2500,833,833,Eastern Heights Drive near Sharlene Road,no_addr
craigslist-7937251816,craigslist,2,1.5,1800,900,900,Briarwood near Birchwood,no_addr
craigslist-7935747774,craigslist,2,2,1050,525,525,Danby Road near East king road,no_addr
craigslist-7937162266,craigslist,3,1,1995,665,665,91 auburn rd,OK
craigslist-7936995626,craigslist,2,1.5,1500,750,750,Ithaca,no_addr
craigslist-7936975231,craigslist,1,1,1375,1375,1375,Burleigh Drive,no_addr
craigslist-7936879821,craigslist,2,1,2100,1050,1050,Glen Place near Buffalo Street,no_addr
craigslist-7936834573,craigslist,2,1,1975,988,988,E State St near Sage Pl,no_addr
craigslist-7936828333,craigslist,1,1,2300,2300,2300,1288 EAST SHORE DR.,OK
craigslist-7936799455,craigslist,4,3.5,3900,975,975,174 Pleasant Grove,OK
craigslist-7936484274,craigslist,1,1,750,750,750,Ithaca,no_addr
craigslist-7936205116,craigslist,2,1,1600,800,800,109 Treva Ave near Water St,OK
craigslist-7936204636,craigslist,3,1.5,1900,633,633,Belle Sherman,no_addr
craigslist-7932886636,craigslist,2,1,1700,850,850,"Ithaca, New York",no_addr
craigslist-7936119730,craigslist,1,1,775,775,775,Ithaca,no_addr
craigslist-7936079896,craigslist,3,1,2850,950,950,327 Cascadilla St,OK
craigslist-7931834249,craigslist,4,1,3400,850,850,412 University Ave near Lake st,OK
craigslist-7931830846,craigslist,5,2,3800,760,760,412 University Ave near Lake st,OK
craigslist-7931833937,craigslist,3,1,2700,900,900,412 University Ave near Lake st,OK
craigslist-7935925785,craigslist,1,1,1400,1400,1400,"118 Prospect St, Cityview Apartment, roo",OK
craigslist-7933075098,craigslist,1,1,1550,1550,1550,220 N Plain near Buffalo Street,OK
craigslist-7935810033,craigslist,4,2.5,3200,800,800,Ellis Hollow Road near Eagleshead Rd,no_addr
craigslist-7935797727,craigslist,2,2,1800,900,900,145 Brooktondale Rd. near Banks Rd.,OK
craigslist-7935760953,craigslist,2,1,1550,775,775,44 Buck Road,OK
craigslist-7935749898,craigslist,2,1,1750,875,875,5211 williamee rd,OK
craigslist-7932001374,craigslist,2,1,1400,700,700,Cleveland near Corn,no_addr
craigslist-7935715747,craigslist,4,2.5,1975,494,494,South Coddington Rd.,pp<500;no_addr
craigslist-7932007301,craigslist,2,1,2500,1250,1250,Newfield,no_addr
craigslist-7935574879,craigslist,2,1,1800,900,900,393 Peruville Rd near Scofield Rd,OK
craigslist-7931371629,craigslist,1,1,970,970,970,23 min dr. to Cornell/Ithaca-Cortland/Bi,OK
craigslist-7935314979,craigslist,1,1,1075,1075,1075,124 roberts place,OK
craigslist-7935220097,craigslist,2,1,2220,1110,1110,Ithaca,no_addr
craigslist-7932148597,craigslist,2,1,1800,900,900,3 white church rd. near valley rd.,OK
craigslist-7934998082,craigslist,2,1,2200,1100,1100,Ithaca,no_addr
craigslist-7934729767,craigslist,1,1,1400,1400,1400,5 Max’s Drive,OK
craigslist-7931838206,craigslist,1,1,1500,1500,1500,222 University Avenue near Cornell Avenu,OK
craigslist-7933380568,craigslist,2,1.5,2575,1288,1288,635 bone plain rd near scofield rd,OK
craigslist-7934403811,craigslist,2,1,1800,900,900,Parker near Seneca,no_addr
craigslist-7934100919,craigslist,1,1,800,800,800,Dryden/Harford,no_addr
craigslist-7934098930,craigslist,0,1,700,700,700,Dryden/Harford,no_addr
craigslist-7934053020,craigslist,1,1,2500,2500,2500,ITHACA,no_addr
craigslist-7933579557,craigslist,3,2,2500,833,833,5120 Halseyville road. near Perry City r,OK
craigslist-7933440764,craigslist,2,2,2750,1375,1375,324 Dryden Road near Elmwood,OK
craigslist-7933436476,craigslist,3,2,2991,997,997,324 Dryden Road near Elmwood Ave,OK
craigslist-7933072015,craigslist,0,1,850,850,850,Ithaca,no_addr
craigslist-7933070245,craigslist,0,1,770,770,770,Ithaca,no_addr
craigslist-7933065843,craigslist,1,1,1550,1550,1550,Ithaca,no_addr
craigslist-7932896898,craigslist,2,1,1150,575,575,"521 Wyckoff Road, #1 near #1",OK
craigslist-7932650531,craigslist,3,2,2950,983,983,Ellis Hollow,no_addr
craigslist-7932648059,craigslist,2,1.5,1500,750,750,Brooktondale,no_addr
craigslist-7932128138,craigslist,3,1.5,1395,465,465,133 Algerine Road,pp<500
craigslist-7932044438,craigslist,4,2,2700,675,675,130 Snyder Hill Rd,OK
craigslist-7931752377,craigslist,4,2.5,1975,494,494,Ithaca,pp<500;no_addr
craigslist-7931738659,craigslist,2,1,900,450,450,29 Hubbard street near Garfield,pp<500
craigslist-7931649535,craigslist,3,2,2375,792,792,34 Meadowlark Drive near Sapsuckerwoods ,OK
craigslist-7941065684,craigslist,0,0,400,400,400,"Ithaca, NY",pp<500;no_addr
craigslist-7941065680,craigslist,1,0,460,460,460,"Ithaca, NY",pp<500;no_addr
craigslist-7938846107,craigslist,0,0,700,700,700,Pleasant near Turner,no_addr
craigslist-7934613098,craigslist,0,0,600,600,600,Spencer,no_addr
craigslist-7939801709,craigslist,0,1,750,750,750,S Albany,no_addr
craigslist-7940162906,craigslist,4,2,3600,900,900,523E State St near Stewart Ave,total!=raw
craigslist-7935718178,craigslist,1,2,650,650,650,103 Birdseye view dr near Danby rd,OK
craigslist-7937697850,craigslist,0,1,897,897,897,Farm St near North Tioga,no_addr
craigslist-7938207716,craigslist,0,1,747,747,747,542 Warren Rd near Winthrop Drive,OK
craigslist-7940751635,craigslist,0,0,450,450,450,4 Schwan Drive,pp<500
craigslist-7939559441,craigslist,0,0,950,950,950,505 E Seneca Street,OK
craigslist-7940370652,craigslist,1,1,550,550,550,Ithaca,no_addr
craigslist-7935168833,craigslist,0,0,775,775,775,Bundy Rd near Trumansburg Rd (96),OK
craigslist-7939858344,craigslist,1,0,595,595,595,Ithaca,no_addr
craigslist-7939452801,craigslist,0,2,750,750,750,Trumansburg,no_addr
craigslist-7939266668,craigslist,1,1,500,500,500,Green Street near Plain street,no_addr
craigslist-7939208411,craigslist,1,0,700,700,700,6627 Branch Rd,OK
craigslist-7936149453,craigslist,1,2,700,700,700,Ithaca,no_addr
craigslist-7934194711,craigslist,1,0,650,650,650,114 Carls Way,OK
craigslist-7938159833,craigslist,4,1,0,0,0,Newfield/Ithaca,total!=raw;no_addr
craigslist-7938158070,craigslist,0,2,750,750,750,South Plain Street,no_addr
craigslist-7937851066,craigslist,0,3,550,550,550,Rt 34 just outside Ithaca near Lansing a,OK
craigslist-7937606928,craigslist,2,0,750,375,375,327 W Seneca St,pp<500
craigslist-7937024739,craigslist,0,1.5,565,565,565,South Albany street,no_addr
craigslist-7936960764,craigslist,2,1,850,425,425,Near Triphammer Mall,pp<500;no_addr
craigslist-7936794749,craigslist,0,4,800,800,800,Ithaca,no_addr
craigslist-7936731843,craigslist,3,0,0,0,0,Ithaca,no_addr
craigslist-7935812316,craigslist,1,1,800,800,800,Green Street near Plain street,no_addr
craigslist-7935621742,craigslist,0,1.5,620,620,620,Hillview near South Aurora,no_addr
craigslist-7935550227,craigslist,0,0,750,750,750,,no_addr
craigslist-7935478707,craigslist,1,1,500,500,500,700 Warren Road,OK
craigslist-7934845524,craigslist,1,0,880,880,880,Hanshaw near Triphammer,no_addr
craigslist-7934220225,craigslist,0,2,500,500,500,S Albany,no_addr
craigslist-7933243799,craigslist,1,1,900,900,900,121 Veteran's Pl,OK
craigslist-7931971969,craigslist,3,1,1800,600,600,317-2S South Cayuga St near E. Clinton S,total!=raw
craigslist-7931708725,craigslist,0,1.5,760,760,760,Giles Street near Columbia street,no_addr
craigslist-7931657323,craigslist,0,0,700,700,700,54 shudaben rd near Enfield ctr rd,OK
craigslist-7940879763,craigslist,1,1,650,650,650,505 Dryden Road,OK
craigslist-7940324485,craigslist,1,0,750,750,750,"Ithaca, Westhill",no_addr
craigslist-7938150458,craigslist,1,0,610,610,610,Summit Avenue near Oak Avenue,no_addr
craigslist-7940132315,craigslist,0,2,800,800,800,Center st near N. Titus,no_addr
craigslist-7935423996,craigslist,1,1,2565,2565,2565,,no_addr
craigslist-7939513641,craigslist,0,1.5,575,575,575,514 S Aurora St,OK
craigslist-7939219008,craigslist,1,1,700,700,700,"117 Oak Ave, Apt 1",OK
craigslist-7938593048,craigslist,1,1,700,700,700,419 East Buffalo Street near 419 East Bu,OK
craigslist-7938594712,craigslist,4,2,1500,375,375,419 East Buffalo Street near 419 East Bu,pp<500
craigslist-7936818116,craigslist,5,2,3500,700,700,Trumansburg,no_addr
craigslist-7936781549,craigslist,1,1,1150,1150,1150,Dryden,no_addr
craigslist-7936762127,craigslist,2,1.5,2078,1039,1039,100 Graham Rd,OK
craigslist-7936586806,craigslist,0,4,650,650,650,Dryden,no_addr
craigslist-7935855142,craigslist,2,2,2000,1000,1000,,no_addr
craigslist-7934517542,craigslist,1,1,0,0,0,delaware ave,total!=raw;no_addr
craigslist-7931460958,craigslist,0,0,1100,1100,1100,40 village circle near Apt Q,OK
craigslist-7931916522,craigslist,0,4.5,795,795,795,131 VETERANS PL near 131 VET B,OK
ithacaestates-1060-danby-road,ithacaestates,1,1,850,850,850,"1060 Danby Road, Ithaca, NY",OK
ithacaestates-918-danby-road,ithacaestates,1,1,2100,2100,2100,"918 Danby Road, Ithaca, NY",OK
ithacaestates-hayloft-art-studios,ithacaestates,1,1,500,500,500,"1059 Danby Road, Ithaca, NY 14850",OK
ithacaestates-interlaken-landing,ithacaestates,1,1,900,900,900,"123 E King Rd, Ithaca, NY 14850",OK
ithacaestates-ithaca-solar-townhouses,ithacaestates,1,1,2000,2000,2000,"53 Danby Road, Ithaca, NY 14850",OK
ithacaestates-springwood-townhomes,ithacaestates,1,1,500,500,500,"123 East King Road, Ithaca, NY 14850",OK
lambrou-6452a03c4e0f2e324108a9ae,lambrou,3,2.5,0,0,0,"107 Cook Street, Ithaca, NY",OK
lambrou-55bd4e02e4b067fc8a7d0b5c,lambrou,2,0,0,0,0,"114 Catherine Street, Ithaca, NY",OK
lambrou-55c03bb0e4b0f9e68b052fd6,lambrou,5,0,0,0,0,"116 Catherine Street, Ithaca, NY",OK
lambrou-6303e8c7100c4a40f45cf471,lambrou,5,0,0,0,0,"118 Catherine Street, Ithaca, NY",OK
lambrou-55bd4fffe4b0681497f8c3e1,lambrou,3,0,0,0,0,"301 Eddy Street, Ithaca, NY",OK
lambrou-55bd5678e4b09d8345d63869,lambrou,6,0,0,0,0,"303 Eddy Street, Ithaca, NY",OK
lambrou-55bd55c8e4b0f2f1fe313ec5,lambrou,3,0,0,0,0,"305 Eddy Street, Ithaca, NY",OK
lambrou-55bd56cde4b03c710defa41e,lambrou,1,0,0,0,0,"307 Eddy Street, Ithaca, NY",OK
lambrou-55bd573ee4b067fc8a7d27f4,lambrou,1,0,0,0,0,"309 Eddy Street, Ithaca, NY",OK
lambrou-69f0ef171377b00b63583cf2,lambrou,1,0,0,0,0,"238 Dryden Road, Ithaca, NY",OK
